MUESTRA,ID,FECHA,CP,C.A,ORIGEN,EDAD,PERRO/GATO,nº ESPECIES,RESULTADO,ESPECIE 1,ESPECIE 2,ESPECIE 3,ESTACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,10242372,4/19/17,18006,ANDALUCIA,M,NC,1,2,"> 100.000 UFC/ml Escherichia coli

> 100.000 UFC/ml Klebsiella pneumoniae


",Escherichia ,Klebsiella,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,10285771,4/19/17,08470,CATALUÑA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,10325026,4/19/17,28028,,ZZZZ,13,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,10358260,4/19/17,08195,CATALUÑA,ZZZZ,12,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,10374520,4/19/17,28924,,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,10521103,4/19/17,16003,C. LA MANCHA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,10544022,4/19/17,08025,CATALUÑA,M,NC,1,1,"r > 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,10544023,4/19/17,08025,CATALUÑA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,10556207,4/19/17,16004,C. LA MANCHA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,10564927,4/19/17,28220,,M,1,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,10565396,4/19/17,48010,PAÍS VASCO,ZZZZ,14,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,10565397,4/19/17,48010,PAÍS VASCO,ZZZZ,13,1,1,"r > 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,10573438,4/19/17,28806,,MD,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,10584047,4/19/17,46018,VALENCIA,M,NC,1,1,"> 100.000 UFC/ml Pseudomonas aeruginosa



",Pseudomonas,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,10588196,4/19/17,07004,BALEARES,ZZZZ,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,10588198,4/19/17,07004,BALEARES,ZZZZ,NC,1,1,"r > 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,10591475,4/19/17,08850,CATALUÑA,T,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,10681397,4/19/17,29692,ANDALUCIA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,10687440,4/19/17,28047,,MD,NC,1,1,"r > 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,10687595,4/19/17,28047,,MD,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,10687599,4/19/17,28042,,ZZZZ,6,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,10694600,4/19/17,41300,ANDALUCIA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,10694601,4/19/17,08013,CATALUÑA,ZZZZ,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,10694604,4/19/17,08013,CATALUÑA,T,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,10694617,4/19/17,34001,C. LEÓN,T,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,10697415,4/19/17,15009,GALICIA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,10697927,4/19/17,33006,ASTURIAS,M,NC,1,1,"30.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,10697928,4/19/17,08340,CATALUÑA,M,NC,1,1,"r > 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,10697932,4/19/17,08034,CATALUÑA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,10697936,4/19/17,33006,ASTURIAS,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,10697940,4/19/17,28902,,M,NC,1,1,"50.000 UFC/ml Escherichia coli



",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,10697947,4/19/17,28660,,M,9,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,10697950,4/19/17,08036,CATALUÑA,M,NC,2,1,"80.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,10697951,4/19/17,08036,CATALUÑA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,10697957,4/19/17,28942,,M,NC,2,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,10697960,4/19/17,28931,,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,10697962,4/19/17,35413,CANARIAS,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,10697973,4/19/17,48200,PAÍS VASCO,M,NC,2,1,"r > 100.000 UFC/ml Staphylococcus coagulasa negativa



",Staphylococcus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,10697976,4/19/17,07400,BALEARES,M,NC,1,1,"r > 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,10697979,4/19/17,15706,GALICIA,ZZZZ,12,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,10697982,4/19/17,50410,ARAGON,M,1,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,10697998,4/19/17,46980,VALENCIA,M,NC,1,2," > 100.000 UFC/ml Escherichia coli

30.000 UFC/ml Enterococcus faecium


",Enterococcus,Escherichia ,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,10101028,4/20/17,28043,,ZZZZ,3,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,10124120,4/20/17,28011,,MD,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,10203527,4/20/17,39300,CANTABRIA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,10358928,4/20/17,08202,CATALUÑA,ZZZZ,2,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,10358933,4/20/17,08202,CATALUÑA,ZZZZ,8,1,1,"> 100.000 UFC/ml Staphylococcus aureus


",Staphylococcus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,10360526,4/20/17,08036,CATALUÑA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,10364105,4/20/17,08820,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,10371028,4/20/17,07871,BALEARES,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,10377894,4/20/17,28220,,ZZZZ,8,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,10448867,4/20/17,03724,VALENCIA,ZZZZ,9,1,1,"10.000 UFC/ml Streptococcus beta-hemolitico



",Streptococcus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,10451033,4/20/17,20180,PAÍS VASCO,ZZZZ,1,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,10500639,4/20/17,29007,ANDALUCIA,ZZZZ,10,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,10505603,4/20/17,08860,CATALUÑA,ZZZZ,1,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,10576059,4/20/17,28045,,ZZZZ,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,10576616,4/20/17,28014,,ZZZZ,12,2,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,10643899,4/20/17,22700,ARAGON,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,10663700,4/20/17,28924,,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,10665736,4/20/17,28660,,ZZZZ,1,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,10681481,4/20/17,11140,ANDALUCIA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,10681521,4/20/17,43730,CATALUÑA,T,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,10683370,4/20/17,33400,ASTURIAS,M,NC,2,1," > 100.000 UFC/ml Enterococcus faecalis


",Enterococcus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,10683381,4/20/17,08026,CATALUÑA,T,NC,2,1,"30.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,10684502,4/20/17,48012,PAÍS VASCO,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,10684602,4/20/17,28822,,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,10684603,4/20/17,17300,CATALUÑA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,10684608,4/20/17,41907,ANDALUCIA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,10684612,4/20/17,28020,,M,16,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,10684613,4/20/17,08034,CATALUÑA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,10684614,4/20/17,08034,CATALUÑA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,10684615,4/20/17,08034,CATALUÑA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,10684618,4/20/17,28931,,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,10684619,4/20/17,39340,CANTABRIA,M,NC,1,1,"10.000 UFC/ml Pseudomonas aeruginosa
Se aisla e identifica Penicillium spp.

",Pseudomonas,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,10684623,4/20/17,41015,ANDALUCIA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,10684626,4/20/17,46980,VALENCIA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,10684630,4/20/17,35413,CANARIAS,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,10684633,4/20/17,09006,C. LEÓN,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,10684634,4/20/17,08870,CATALUÑA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,10684638,4/20/17,33010,ASTURIAS,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,10684656,4/20/17,27002,GALICIA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,10684657,4/20/17,33420,ASTURIAS,M,NC,2,2,"> 100.000 UFC/ml Staphylococcus aureus

> 100.000 UFC/ml Streptococcus sanguinis

y escasa flora de probable contaminacion



",Staphylococcus,Streptococcus,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,10684670,4/20/17,07010,BALEARES,M,NC,1,1,"5.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,10687283,4/20/17,28670,,MD,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,10687517,4/20/17,28750,,MD,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,10243364,4/21/17,29751,ANDALUCIA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,10269633,4/21/17,46701,VALENCIA,M,13,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,10297657,4/21/17,33210,ASTURIAS,M,10,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,10310714,4/21/17,28046,,ZZZZ,18,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,10355601,4/21/17,09400,C. LEÓN,ZZZZ,5,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,10430118,4/21/17,28014,,MD,NC,2,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,10430120,4/21/17,28014,,MD,NC,2,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp pneumoniae



",Klebsiella,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,10446930,4/21/17,08028,CATALUÑA,ZZZZ,18,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,10448557,4/21/17,07550,BALEARES,ZZZZ,11,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,10500647,4/21/17,29007,ANDALUCIA,ZZZZ,3,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,10565200,4/21/17,48010,PAÍS VASCO,ZZZZ,7,1,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp pneumoniae



",Klebsiella,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,10565204,4/21/17,48010,PAÍS VASCO,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,10582961,4/21/17,08930,CATALUÑA,ZZZZ,1,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,10591473,4/21/17,08850,CATALUÑA,T,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,10657249,4/21/17,08034,CATALUÑA,T,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,10663224,4/21/17,48650,PAÍS VASCO,ZZZZ,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,10670370,4/21/17,28934,,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,10683475,4/21/17,03204,VALENCIA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,10683482,4/21/17,25008,CATALUÑA,M,NC,1,2,"
> 100.000 UFC/ml Staphylococcus coagulasa negativa

> 100.000 UFC/ml Proteus mirabilis


",Proteus,Staphylococcus,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,10683485,4/21/17,08013,CATALUÑA,T,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,10684401,4/21/17,28760,,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,10684406,4/21/17,48970,PAÍS VASCO,M,NC,2,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,10684408,4/21/17,07010,BALEARES,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,10684410,4/21/17,02630,C. LA MANCHA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,10684417,4/21/17,08034,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,10684427,4/21/17,28002,,ZZZZ,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,10684433,4/21/17,28922,,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
